id,name,totalExp,skills
a534a06d-04ed-49a6-ad3e-db7608ea2a74,"Pat Reinger",8,"{Tailwind,React,Redux}"
afddd7cc-af06-4ed6-b5bc-ed0b319911ea,"Mervin Ferry",11,"{Next.js,Tailwind,React}"
9ee01d9e-abb6-403e-9a62-e88af136bc5c,"Kristian Gottlieb",6,"{Redux,Tailwind,React}"
3bbe034d-b9ba-4a00-ac53-52c72dd3833b,"Alejandro Rath",13,"{Redux,Next.js,React}"
1fac633d-5439-4330-bcf7-2ef030c48549,"Erin Wintheiser",6,"{Redux,React,Next.js}"
730e8080-de3e-4414-844b-85ad5922a7e4,"Eunice Rogahn",9,"{Redux,Next.js,React}"
cd40ec59-61cd-4994-bbcc-5cd53923d30a,"Billy Legros",6,"{React,Redux,Next.js}"
28e42739-f4f0-4e90-90e0-6d8126e78923,"Irving McGlynn PhD",8,"{Next.js,Tailwind,Redux}"
1c910566-ffe1-45c6-b82f-5a24d6a52782,"Vella West",15,"{Next.js,Redux,Tailwind}"
7143b35b-7ea5-4335-9a5a-e51c986f07b3,"Cale Bode",4,"{Tailwind,Next.js,Redux}"
34f411c5-b300-4a23-a20f-e01ea4978f8d,"Vilma Nader",4,"{Tailwind,Next.js,React}"
969346e5-c9fd-4210-9e2c-e789c474d04d,"Julie Renner",13,"{Redux,Next.js,React}"
13ee0826-2cef-4cde-b97e-ce1232976f93,"Madelynn Wolff",2,"{Redux,Tailwind,Next.js}"
4a6ad7fc-8c8e-4a32-9a0e-26313ac3bf2f,"Damien Prohaska PhD",11,"{Redux,Next.js,React}"
42d81672-3c7c-4bf3-9c63-465397941cd3,"Maximus Cruickshank",14,"{Tailwind,Next.js,Redux}"
7e3f723b-20c5-4323-bd9f-0d5ba82755a0,"Silas Stark-Macejkovic",8,"{Tailwind,Next.js,Redux}"
2bd9c160-9eda-40e0-b041-1558f3316093,"Rodney Greenfelder",7,"{Redux,Tailwind,Next.js}"
c56aa307-8835-4c9a-b4f9-a65b22d99c2f,"Deanna Schaefer",6,"{Redux,React,Next.js}"
aea17a3f-da8f-4072-886e-8c6e9450a718,"Kimberly Ondricka DDS",8,"{Redux,Next.js,Tailwind}"
43774c8e-02a6-476c-a8be-840085ffd663,"Connie Cassin IV",3,"{Tailwind,React,Next.js}"
d39407a1-dd13-4aad-bcbf-ceda6bca368f,"Willis King",13,"{React,Tailwind,Next.js}"
6c3f3723-bb41-484f-ac90-f995cf5cce0d,"Kenyon Block",6,"{Redux,Tailwind,React}"
d6990db4-682c-45df-8dbc-d9b11c994a2d,"Isidro Beier",6,"{React,Tailwind,Next.js}"
4c9ca5f9-c400-4a0f-ace9-96b491ddb0be,"Jack Feeney",6,"{Redux,Tailwind,React}"
6e7c45b7-c0c6-4e57-a062-f9b731f2419d,"Mr. Chet Sporer",4,"{Redux,Tailwind,Next.js}"
90dfcedf-48ac-452c-836b-723c33f64fdd,"Pam Hoeger",10,"{Next.js,React,Redux}"
03c0629d-f886-4db1-bd6a-f9d80152f0b6,"Dariana Stracke",7,"{Next.js,Redux,Tailwind}"
f25c464f-ece4-406f-aae4-6d808d6dcf48,"Victoria Swaniawski-Ritchie PhD",9,"{Next.js,Tailwind,Redux}"
1d442e3f-6054-4574-ba3f-76826776cd4b,"Henrietta Koss I",3,"{Next.js,React,Redux}"
db02bdd5-f27f-4736-883e-1938177dacd5,"Natalia O'Conner",2,"{React,Next.js,Redux}"
e81812d9-84f5-4051-a1a5-da70f8f0e8a8,"Tomasa McGlynn",2,"{React,Next.js,Tailwind}"
39dcac25-d74d-4b67-a606-3e487f755da7,"Elsie Jakubowski",9,"{Redux,Next.js,Tailwind}"
af2e5b5b-74ba-4fb5-8f00-423b3899d1e4,"Francesco Kshlerin IV",8,"{Redux,React,Tailwind}"
7fca5786-da3f-4b0a-a576-46222e883472,"Edgar Aufderhar III",1,"{Next.js,Tailwind,Redux}"
822f6623-0422-4469-91ed-81e14e5270b4,"Janet Keeling",2,"{React,Tailwind,Next.js}"
d0c9c126-00c7-4f2b-8af9-b455b9aad5ed,"Mable Witting",7,"{Next.js,React,Redux}"
657c8ff2-3dce-44ac-9bfa-fe8b2c889efa,"Luther Conn",1,"{Redux,React,Tailwind}"
609f86aa-4c31-428f-8100-3c35e8be5487,"Salma Graham",11,"{Redux,React,Tailwind}"
bd8a554d-f22a-4dfd-9410-114318e6fd34,"Cedric Champlin",7,"{Redux,Next.js,React}"
e2c30404-4ee9-4d1f-a703-d0a474da46ad,"Dr. Tina Wunsch",9,"{Redux,Tailwind,Next.js}"
fc3ab51c-2066-4f92-8be4-93443785252b,"Tyrone Hickle",15,"{Tailwind,React,Next.js}"
e855bdad-0c45-46e9-bfdf-bd37cdb19622,"Adam Schaefer",6,"{Next.js,Tailwind,React}"
d892336f-55c1-4a10-a8c4-78a3ce9437b8,"Mr. Emmett Howe",6,"{Redux,Next.js,Tailwind}"
79870fdd-e9a0-4c47-bf1f-9a300f742611,"Katrina Emmerich DDS",3,"{Redux,Next.js,Tailwind}"
7da0293e-77b4-4967-a984-598729827d76,"Idell Hane",8,"{React,Next.js,Redux}"
332a03b4-c423-4862-999d-bae8672a1cc7,"Russell Sawayn",10,"{Tailwind,React,Redux}"
2a397bb6-61f9-4b14-8c78-05304169cbce,"Miss Gunner Yundt",4,"{Next.js,React,Redux}"
dea25f82-9373-4589-afb0-86479e47df76,"Leroy Nader",10,"{Tailwind,Redux,Next.js}"
a3c9cb8f-9ac0-4f83-aafd-bd3c2fcee9e8,"Mr. Orlando Bartell-Cummerata",5,"{Redux,React,Tailwind}"
bc5ccc3c-a798-412c-bf63-f483c367f1ba,"Elvis Hermiston III",13,"{Tailwind,Redux,Next.js}"
c15e80ae-967d-455f-9723-3e5292d48763,"Jimmie Jerde",12,"{Tailwind,React,Redux}"
9cd8ee5d-fd74-45e1-b356-a1c7fa8efcfc,"Barbara Langworth",14,"{Tailwind,Redux,Next.js}"
4b40d83c-843b-44ea-94f8-1f9b21e7f0a1,"Ms. Anna Howe",5,"{Redux,Tailwind,React}"
7034775e-3621-46a8-98ff-59b181337fff,"Ricky Cremin",6,"{Redux,Next.js,Tailwind}"
5b2a1c65-c391-490d-b901-bc68e9eb8a8d,"Viviane Weimann",13,"{React,Redux,Next.js}"
d24b2e27-272b-4e40-aac0-44393cc0ee55,"Blanche Nader",11,"{Tailwind,React,Redux}"
f6670582-b35e-45d5-9278-2928a5d19ec4,"April Volkman DVM",15,"{Redux,Tailwind,Next.js}"
7671a922-b94b-424e-b48f-701295a3f074,"Gloria Mann",1,"{Redux,React,Tailwind}"
70312354-a09d-4002-afab-50a608d302b8,"Susie Graham DDS",12,"{Next.js,Tailwind,React}"
556151c4-5e8e-4d2f-be49-798d9c6f3349,"Lucia Kling",7,"{Next.js,React,Redux}"
97c2d4f8-d241-46dc-8de7-d7c485458e7e,"Elmo Fadel",10,"{React,Next.js,Tailwind}"
55c5c183-9b37-4400-8a56-2315b395d3c2,"Anastacio Goodwin",15,"{Tailwind,Redux,React}"
289bdb8c-018f-4129-a182-6fbb99cc1e39,"Davin Schuster",3,"{Next.js,Redux,Tailwind}"
247c897a-c135-4cb0-86b3-09fc768d7e1a,"Stella West",9,"{Next.js,Tailwind,Redux}"
771bcc93-d387-4115-8d52-45e155a68538,"Name Ward",11,"{Tailwind,React,Redux}"
bd81198e-c393-4ec2-af0f-172ac8f114e0,"Eldred Gutmann",9,"{Tailwind,Next.js,React}"
0d81d874-c6f0-49cc-adda-b58b230e5873,"Gladys Cole",1,"{Next.js,React,Tailwind}"
46d9167a-fedf-48a3-a648-323b96d9c93d,"Dr. Elias Towne Jr.",11,"{Next.js,Redux,React}"
f4d44947-8559-4ffc-a470-485d909473a4,"Edmond Lindgren",6,"{Next.js,Redux,React}"
ec004079-dce5-45b6-944a-a18c3d754416,"Willis Bernier",2,"{Redux,Next.js,Tailwind}"
b0d8d320-6c9e-4d28-a99b-e741c5d0755b,"Mac Hane",2,"{Redux,Next.js,React}"
040cf00d-7a92-4daf-a1fa-51048da23de2,"Vada Hilll",10,"{React,Tailwind,Redux}"
879811b6-e2fe-4188-aef6-e8e0524fe0ca,"Burnice Mohr",4,"{Next.js,Tailwind,Redux}"
ab814d9e-688b-4f3a-a92f-7ab6d5ee65d4,"Issac Dach V",12,"{Redux,React,Tailwind}"
ad00d1bc-4aeb-4f49-a5e7-6ebd9f8fc84f,"Dr. Adela Corwin",10,"{Next.js,Tailwind,React}"
b95f6601-fd37-419d-ab1b-41dd6a4b45e9,"Brad Kirlin",1,"{React,Redux,Next.js}"
46f1f3bf-f7e1-41de-acb5-418aeadba3d7,"Myrna Lowe IV",12,"{React,Next.js,Redux}"
9219c4c7-9cbb-4fab-a111-cea339b3f313,"Afton Dickens",2,"{React,Tailwind,Next.js}"
78c9a425-d8b5-41b0-9c50-b6f561a1f944,"Myrtle Paucek",15,"{Tailwind,Redux,React}"
53ab0096-670c-449d-9fb9-d29e997ae5b8,"Melba Jakubowski",6,"{Next.js,Tailwind,Redux}"
05a1f953-8184-4845-9462-a69249c47749,"Saul Leffler",9,"{Redux,Tailwind,React}"
a00b9552-d112-4a32-affc-085cc0e9ea50,"Joel Satterfield",5,"{React,Next.js,Tailwind}"
ce0f31a7-4fcb-413c-b119-9734be06381a,"Cheryl Toy",8,"{Next.js,Tailwind,Redux}"
2eb2ece0-35cd-4d1d-b5a0-c0ac5d229a6a,"Jeannette Hand",6,"{React,Tailwind,Redux}"
fdcb26d0-1c68-4674-b1c3-a763f8626643,"Sammy Mayer",6,"{React,Redux,Tailwind}"
db9ba9d2-ff75-426a-ae9b-d76521c319ac,"Pink Pagac",2,"{React,Tailwind,Redux}"
869d7edc-7ef4-4d5d-8440-07a6be69a612,"Gustavo D'Amore",10,"{Redux,React,Tailwind}"
342e873c-fb03-4324-993c-3b9aeca4146f,"Dr. Meta Little",7,"{Tailwind,Next.js,React}"
b3a188ae-cc94-4da4-8000-9acb0d1af46b,"Charlene Bernhard",13,"{Redux,React,Tailwind}"
1fa4109a-56f8-467a-9371-d6f9c908ddbc,"Jesus Tillman MD",15,"{Next.js,React,Tailwind}"
4a72d6d4-c603-4e01-9fb6-6ac1e5d2ae0e,"Salvador Hettinger",11,"{Redux,Next.js,Tailwind}"
e4543045-323f-4ee1-a6f7-21e7c33ba752,"Retha Johnston",1,"{Next.js,Tailwind,Redux}"
ee08869d-fa37-4489-a90e-88bddd005f4a,"Kathryn Goyette",4,"{Next.js,React,Redux}"
954e224f-dbce-42c1-aab5-d8f223ceb3a4,"Daphne Skiles",12,"{React,Tailwind,Next.js}"
28db4abc-7a29-4cd4-9bf4-d0dc39bf3c24,"Liza Monahan",1,"{React,Tailwind,Redux}"
ebd01383-89b2-478d-9e74-870ba7cf8f89,"Bernadine Ernser-Hagenes Sr.",10,"{Next.js,Redux,Tailwind}"
bcc6e3f8-d257-424c-abe6-e2dbc0690d4d,"Karl Sipes IV",11,"{Tailwind,React,Redux}"
80bbd3fc-6164-4999-b291-4bb19eb06013,"Donna Spinka",13,"{Tailwind,Next.js,React}"
4172a023-90af-49f1-9013-705f59b784ca,"Noemie Pollich",4,"{Tailwind,Redux,React}"
2e392521-759a-4edc-8629-c67b724eeb39,"Christiana Bogan",10,"{Redux,Next.js,React}"
19ee34c8-03b1-4c3f-9932-bfddb28f805a,"Zack Fisher V",5,"{Next.js,Tailwind,Redux}"
8b7ce03f-a9a7-4536-9116-918b15e05b57,"Peggy Nikolaus",3,"{Tailwind,React,Next.js}"
975eba3c-501e-41c7-99c8-3e38eccf4c9b,"Loyce Hickle",3,"{Next.js,React,Redux}"
7e02c05e-bb44-41af-95f5-435c11f93f34,"Sandra Green-Gleason",13,"{Next.js,Tailwind,Redux}"
79e4600c-9996-41bc-87f2-d9cb42839664,"Bryan O'Hara",3,"{React,Tailwind,Redux}"
fedf7921-4751-428d-ae57-9f9fd56619ed,"Margot McGlynn",8,"{React,Redux,Tailwind}"
cea8c506-e437-4563-be6d-ddbbbdd47568,"Julie Runolfsdottir",12,"{Redux,React,Tailwind}"
cad95d62-f54c-4824-851e-bfe7d0f83298,"Carlie Mertz",3,"{Tailwind,React,Redux}"
c0f1fb05-6b13-41cb-ae71-ee90b7e66d9f,"Ezekiel Gorczany",5,"{Redux,React,Next.js}"
2028837c-faf5-4649-bd41-84ae3847ed63,"Sonia Hackett",13,"{React,Redux,Tailwind}"
d8e3d73b-fc5e-454b-bab5-f57717d6bbe5,"Nadine Romaguera",9,"{Redux,Next.js,React}"
a7a23a0a-efee-4212-a7bb-9565ddba4521,"Mrs. Kamren Morissette",2,"{React,Tailwind,Redux}"
2e81a982-87d6-4101-bf74-d54bc18ff63e,"Jeannette Williamson",12,"{React,Redux,Tailwind}"
45826c26-81e7-4f5e-80b3-200c20a1ec9c,"Tricia Pfeffer Sr.",10,"{Next.js,Tailwind,React}"
eaaa6103-7e2f-48a0-b152-54872adacd1b,"Diana Gulgowski",8,"{Redux,Next.js,React}"
2eff6bd7-b845-4a67-80e1-74ed52663f86,"Jordi Heaney",11,"{Next.js,Tailwind,React}"
32459146-10bc-4586-bcee-f34899fe60e0,"Cristal Stroman V",15,"{Tailwind,Redux,Next.js}"
dcd7c05e-703e-4b2c-953f-61781c86dbaa,"Maria Jacobi II",2,"{Redux,Tailwind,Next.js}"
8c6e4dea-556c-48f0-a9ff-672100041876,"Ms. Lexie Altenwerth",14,"{Next.js,Redux,React}"
555f8e47-fb7e-4ed5-acea-c64a2e4ea863,"Darryl Blick",9,"{Redux,Next.js,Tailwind}"
15748814-360e-4b7b-b433-8f653eeab15c,"Bernhard Buckridge Sr.",4,"{Next.js,Tailwind,React}"
73cebbf0-68f1-48a6-9baa-e6687ee36970,"Charlie Wiegand V",9,"{Tailwind,React,Next.js}"
f156b7ba-8cd1-4771-8850-1ba0f5a227c5,"Miss Kristina West",8,"{Tailwind,Next.js,React}"
84d09dba-6ecc-44bd-b0f4-054bc760e2c4,"Nellie Reichert",4,"{React,Next.js,Redux}"
a5d9f4d4-ad4f-4969-bed5-8f4b0ad6fb10,"Aidan Senger",13,"{Tailwind,Next.js,React}"
6dbc64c2-90de-48a5-97ef-ebbb522ca5b7,"Carolanne Wiza",15,"{Redux,Tailwind,React}"
85c529e5-bf49-4659-87fb-d76ae6f0e684,"Hattie Jaskolski",13,"{Tailwind,Next.js,React}"
92b63fe3-9728-4bba-95b2-b493cfdfb247,"Mr. Dandre Ziemann",1,"{Redux,Next.js,React}"
336b5787-819f-492a-9c6d-cc4ef84cf1e2,"Ronnie Veum",11,"{Redux,Tailwind,React}"
5617984f-6060-41cb-b287-71470108631d,"Margret Paucek DDS",7,"{Redux,Next.js,React}"
7f25365f-04ce-4ca7-b087-d1d180db575f,"Ardella Cremin",11,"{Redux,Tailwind,React}"
c2a47e1f-501e-43ba-b757-a172491d2b87,"Mr. Garnett Hoppe",1,"{Tailwind,React,Next.js}"
46b3edef-ee3e-4482-8faf-e4d5c0a626b1,"Leigh Kreiger",10,"{Tailwind,React,Next.js}"
484ea83c-c12e-4609-9af1-c9cdfe2e0921,"Oliver Zulauf-Mueller",4,"{Tailwind,Next.js,Redux}"
e4d14ca2-c736-4950-bf2b-0725e5d71f1d,"Janie DuBuque",4,"{Tailwind,Next.js,React}"
5e00a646-8e6d-40ab-9a46-fe76cbf289d2,"Gisselle Gottlieb",1,"{React,Redux,Tailwind}"
78d63d9a-8d2b-48ff-9e9f-33b6f22ec0c6,"Mr. Ceasar Sauer II",2,"{Redux,Tailwind,Next.js}"
d3589b72-e1de-4903-bf74-9f18043cf1b1,"Melyna McGlynn",6,"{Redux,Next.js,Tailwind}"
82e58566-b90c-454c-821e-3b1089f0bb28,"Kane Ryan",4,"{Tailwind,React,Redux}"
d731da85-6a0f-48ea-8b27-af22b81b5271,"Mattie Metz",1,"{Next.js,Tailwind,React}"
6eb77ae5-57fa-42ea-9912-6f296d1352e0,"Alvena Morar",11,"{Next.js,Tailwind,React}"
0a68c312-1d6b-47c1-950b-4b046fbb5797,"Josephine Gusikowski",8,"{Redux,Tailwind,React}"
4d686f77-dbb0-455a-906e-5edb14384aa5,"Zena Graham",14,"{Redux,Next.js,React}"
d402c3c0-27b3-4a14-ac04-4deba6314fee,"Kendall Lebsack",1,"{React,Tailwind,Redux}"
8f4ba419-4905-4555-b017-29ce77bedda1,"Miss Katelin Howe",4,"{Redux,Tailwind,Next.js}"
704e1248-a1b5-41bd-af7f-f58fdaaa970e,"Miranda Spencer",6,"{Tailwind,Next.js,React}"
9d3fdcad-acc7-43e7-90f9-02aab0ea2e4a,"Nadine Mayer",9,"{Tailwind,React,Next.js}"
d310af0f-2d92-4442-b680-65e6bd521a92,"Roosevelt Kassulke",4,"{Redux,Tailwind,React}"
993b7cd9-aa71-44d4-957d-886a1ae3e4fe,"Mattie Crist",13,"{Next.js,Tailwind,React}"
0ccbd6e7-3059-4fcc-a331-81e5e35081f1,"Bridie Ryan",3,"{Redux,Next.js,React}"
02b38df2-428d-433c-a82d-040809d92665,"Raul Morar",3,"{Next.js,Redux,React}"
615e18d1-a3b7-423e-8e44-7acad65b5c29,"Isaias Pagac",9,"{Next.js,Redux,Tailwind}"
1b656890-89d6-4ccd-a88a-1202c804b6cb,"Mr. Bradford Lindgren",9,"{React,Tailwind,Next.js}"
23a49d94-b83f-4bb9-a9a5-875baf8aeded,"Ms. Beryl Thiel",14,"{Redux,Tailwind,Next.js}"
fc4581be-b20c-4e43-a9d4-d9064234b1e1,"Steve Beier",7,"{Redux,Next.js,React}"
1a1cf680-bf55-497a-b5ff-439a73cf7efe,"Lynne Daniel",1,"{Tailwind,Next.js,Redux}"
cf851508-209d-4f6c-bbd8-6314e2298233,"Virginie Nikolaus",5,"{Next.js,React,Redux}"
64b66e56-fd81-42d1-8fd1-a630d40ffd9a,"Monique Morissette",2,"{Tailwind,Redux,React}"
0af70d01-9b26-42d4-88b8-04187db4a331,"Cecilia Armstrong",14,"{Next.js,Redux,React}"
1b1a1ccc-c8d8-45e3-9d3f-06c1238ebaba,"Kay Greenfelder",3,"{React,Tailwind,Redux}"
84189200-178f-4477-bdb5-c2f282cf8859,"Molly Senger",7,"{Next.js,Redux,React}"
2dc2dbe7-d41e-426d-8275-460af9520adc,"Shea Christiansen DVM",7,"{React,Next.js,Tailwind}"
20293a6e-4992-4170-b32b-450a09b166be,"Dana Baumbach",14,"{Redux,Next.js,Tailwind}"
7d46ea9e-03b7-4b63-865c-bcacaf502b96,"Miss Hilda Hamill II",6,"{Next.js,Tailwind,React}"
490b471f-db46-440b-a7ba-11324787a2b0,"Jay Fadel I",14,"{Redux,Tailwind,React}"
3ed271b3-4fa7-4c2a-b119-f0ba698bf235,"Solon Welch PhD",12,"{Next.js,React,Redux}"
44a59b53-fb97-4435-ba4d-bdeee2f2b35d,"Sydnie Rath",2,"{React,Next.js,Redux}"
cb02ca4c-396b-4623-ad05-f8401f417676,"Bill Greenholt",11,"{React,Next.js,Redux}"
ba7673eb-ece8-4206-9046-02be3dd50d20,"Jenny Walter",2,"{React,Next.js,Tailwind}"
f9fed31b-fb83-4c4b-973b-826fde579a7b,"Catharine Mitchell",4,"{React,Next.js,Tailwind}"
e357d881-f059-4a5b-b634-e7246be224cd,"Creola Gerlach Sr.",9,"{React,Tailwind,Redux}"
c9f77395-c149-4657-942d-9296670d9977,"Benedict Bruen",9,"{Tailwind,React,Next.js}"
dfd09a71-5f27-4107-8255-02bc527d2421,"Katheryn Green",4,"{React,Next.js,Redux}"
b18dae49-28be-4491-a19f-ea9eefce9a8f,"Sadie Dare",4,"{Redux,React,Next.js}"
e00b5db9-b7d9-4408-a997-3de46f5e0967,"Frankie Price",12,"{Next.js,React,Redux}"
2eade994-1dbd-472e-ae81-96f3c33a88f2,"Chanel Rath V",10,"{Next.js,React,Redux}"
19af7c01-9987-4da9-8531-0fa5d94fd5f7,"Oceane Rutherford",6,"{Redux,React,Tailwind}"
dd6290ed-e96f-4f9c-b3b3-de4a37cd6421,"Tony Feil",8,"{Redux,Tailwind,Next.js}"
9e027c14-7930-413b-b017-13dc13162d27,"Dameon Feil",15,"{React,Redux,Next.js}"
5654965a-17c1-4df3-8aff-38d4810a2d16,"Concepcion Muller",1,"{React,Next.js,Redux}"
d6d94963-2eef-4e65-8ba7-2d2bc4d3c68a,"Israel O'Reilly",5,"{Tailwind,Redux,React}"
765c8a61-2460-4086-b6fb-93e05dc1e000,"Jake Streich",9,"{Redux,Next.js,React}"
6418e81b-8bff-40b5-997f-bf1470fd5aad,"Richie Breitenberg",15,"{Next.js,Tailwind,React}"
3bf6ecbe-0c7e-4cc9-a77e-5c939a522fcb,"Kaci MacGyver",12,"{Tailwind,React,Next.js}"
b43169dd-6255-4325-9b41-e9eb2d3116e3,"Vicki Prohaska",9,"{React,Redux,Tailwind}"
913cd716-9c49-4b4b-a16d-cf654154329a,"Dianna Mann",11,"{Tailwind,React,Redux}"
c375f59d-8c13-4144-a066-fb7927b2678a,"Jackson Paucek",6,"{React,Redux,Tailwind}"
3dcac86a-2a5c-419b-b625-6ad299535cbc,"Elias Erdman IV",15,"{React,Tailwind,Redux}"
20cb8e70-b7c6-4bf7-803e-31238cd3022d,"Miss Madeline Langosh",9,"{Redux,Next.js,Tailwind}"
79be226b-f2f4-4ddb-9051-8fc52ab7e2e2,"Dr. Ignacio Bashirian",14,"{Next.js,Redux,React}"
ca5056ca-a2c8-4463-8ef8-598be6cc75ae,"Rene Hickle",15,"{Tailwind,Next.js,Redux}"
e1c4a39e-9cbc-4cee-b1ff-8a304ed7e52f,"Mr. Selena Aufderhar",8,"{Next.js,React,Tailwind}"
7443c2a0-de61-4d53-856e-2b1c5fbee809,"Alexzander Langosh",6,"{Redux,React,Next.js}"
ac00b628-de28-4dfe-a015-b93a62bc6433,"Raleigh Deckow-Miller",4,"{Tailwind,Next.js,React}"
b61860fa-bc04-4731-b634-d6f7538f62de,"Edna Schroeder",14,"{Next.js,React,Tailwind}"
62653599-5053-4f9f-87d6-640dfea21ed6,"Antoinette Torphy",5,"{Tailwind,Next.js,Redux}"
ac0ad75a-14ca-4861-9f82-2b595390e9be,"Concepcion Grady",10,"{Next.js,React,Tailwind}"
64dd7a1c-3b2a-4a69-9121-c50f326a653d,"Devonte Walsh",10,"{Next.js,Redux,React}"
b8e1e099-9fbf-416d-bfc6-2ee8d157201c,"Mariana Thompson",10,"{React,Next.js,Redux}"
4a7b9c57-a225-4421-8049-339f92829e84,"Keely Carroll",13,"{React,Tailwind,Redux}"
f75a20b8-1408-41c0-b12b-c188328473c6,"Mariam Kshlerin",6,"{React,Tailwind,Redux}"
744941ee-d2df-4225-be98-aa9dafa5ad66,"Cleta Dibbert",11,"{Next.js,Redux,React}"
801f7014-7082-4bc0-897a-177270f60c03,"Elvera Hauck",6,"{Redux,Next.js,React}"
f5c0c9d9-6a47-4330-9a0e-2eea21822a65,"Robb Monahan",14,"{React,Redux,Next.js}"
b2446545-8d7e-47d3-9f1f-5b22d2d182aa,"German Bogisich DDS",2,"{React,Next.js,Tailwind}"
a7414050-674d-484c-8385-42ac88d0cd30,"Karen Lockman",1,"{React,Tailwind,Next.js}"
5c6c42e3-24ab-49be-8edb-2fb5158147d8,"Brenda Carroll",10,"{Next.js,Redux,Tailwind}"
40379622-75d2-4b64-aa67-3f8e06832629,"Alton Hermiston",11,"{Tailwind,Next.js,Redux}"
0f47116d-f572-4b56-954f-4d04add2bceb,"Antonia Harvey",6,"{Tailwind,Redux,Next.js}"
50facb17-5513-4bb0-a0a8-1bc65fb296a8,"Neil Hirthe",12,"{Tailwind,Redux,Next.js}"
2d79a580-2945-44fd-9cd5-9e4d101976d4,"Alyson McLaughlin",14,"{Tailwind,Redux,Next.js}"
2a2a213e-e36a-40ca-8376-8e2690b14a7e,"Matt Dooley",4,"{Next.js,Tailwind,React}"
ce124d4f-8b75-4c1b-ae86-cf3c8a456d28,"Keira Harvey",8,"{Next.js,Redux,React}"
56776bd5-afc2-452c-a7c3-0a1e319cb352,"Kristi Zulauf",11,"{Tailwind,React,Redux}"
a0461a35-ff2f-4974-9073-477ebe023da8,"Dr. Godfrey Ortiz",4,"{Tailwind,Redux,Next.js}"
615f7fa6-c17c-4e48-b640-a472d49c566e,"Brian Greenholt",9,"{React,Tailwind,Redux}"
0a9dc0ab-4962-4418-9cc4-509f5fa851f2,"Ms. Cleo Block DVM",11,"{Redux,Tailwind,React}"
afbe6faf-1bfe-4dc8-876b-21669e633fcf,"Barrett Lowe",3,"{Redux,Next.js,React}"
1f0f017a-ca69-4b0a-adbb-602331bbc92c,"Schuyler Wunsch",11,"{React,Redux,Next.js}"
9fe92ce1-db3a-408b-853d-57555ece302b,"Jake Stehr",1,"{React,Redux,Next.js}"
b8b78f7f-3e9e-4cc6-82dc-054d0d169a1e,"Lolita Collins",13,"{Next.js,React,Tailwind}"
dbfea6b5-c18f-4633-9ed9-0a93c8aec19d,"Shany Cummerata MD",6,"{Redux,React,Next.js}"
5fda3879-ed4a-45ca-8c37-f12807da173c,"Tamara McLaughlin",11,"{Redux,React,Tailwind}"
a483cf80-1a77-4af1-8610-6094a14f4304,"Emely Bruen",14,"{Next.js,React,Tailwind}"
7f79ea09-4788-406e-bf62-e7a46a2f03ee,"Miss Deanna Powlowski",5,"{Tailwind,Next.js,Redux}"
46a93841-a5eb-40e9-9c95-3ec27aa1de8f,"Melody Hudson-Schimmel",5,"{Redux,Next.js,React}"
a79fb437-8411-4772-b3b9-d9c720fb02f9,"Manuel Reinger",13,"{React,Next.js,Tailwind}"
64d70ecc-7976-4f62-993a-c5b2a2e2ebd1,"Dr. Mckayla Daugherty",15,"{Redux,Tailwind,React}"
4d063003-ca95-4e71-b24a-57e18da5e068,"Carlee Volkman",5,"{React,Next.js,Tailwind}"
dfb7b891-ecb0-4a6b-a1bb-85eba90b21e3,"Estevan Schimmel",3,"{Next.js,React,Tailwind}"
e39d2bf0-00a5-4780-9e1f-c092c40586d9,"Ms. Lynne Schamberger",6,"{Redux,React,Tailwind}"
03903ed3-8702-4510-865d-0ca552c3a957,"Trevor Koss",8,"{React,Redux,Tailwind}"
d68b06e5-97ba-4a6a-b283-fe8bb70f734c,"Mr. Kendall Adams",7,"{Tailwind,Redux,Next.js}"
63c96ef8-5e82-459e-b4bd-fa0c538ca38a,"Ollie Beier DDS",9,"{React,Next.js,Redux}"
144b3fdb-83c8-449c-944b-23a601c62cf9,"Laurie Kemmer",10,"{React,Redux,Next.js}"
5e1fe64e-58ca-4dab-80d0-4e1a197ea7d2,"Jonathan Kihn",14,"{Next.js,React,Redux}"
623a24cd-333b-4ed7-893f-a0157a39d592,"Carey Casper",1,"{Tailwind,Next.js,React}"
523f6e3d-c9ca-412f-93a5-3c5db907371b,"Haylee Sipes",6,"{Redux,React,Next.js}"
5c6da8e7-334d-4f10-9d4a-2c43515d9f31,"Jaqueline Windler",2,"{Redux,Tailwind,Next.js}"
8bee7869-2c6d-46dc-a233-1787ac38cd84,"Rebeka Friesen",11,"{Tailwind,Next.js,React}"
f3f94e6a-81cc-4d6a-9c67-c7c74cbf7ac3,"Karli Wiegand",11,"{Tailwind,Next.js,React}"
aa7c8076-6163-4196-9051-7c432a028774,"Khalil Shanahan",15,"{React,Next.js,Redux}"
7f357f1d-68f8-4d00-a959-aee16a4b67be,"Tamara Smith",2,"{React,Tailwind,Next.js}"
0c69d644-a56b-4514-b9e6-4f4d36d979e2,"Ryan Dach",8,"{React,Tailwind,Redux}"
7ef1127d-075e-405e-ab4d-1027bed5b0ce,"Lynda Denesik",6,"{Tailwind,React,Next.js}"
b3d34a5e-c8f5-4d60-8ce7-de794d0d58a2,"Dr. Jackie Price",9,"{React,Tailwind,Next.js}"
